num_classifiers = 5, teta = 0.400000, simil_thres_start = 0.9, simil_thres_end = 0.1, measure = short
No hyperboxes, Training time, Testing error
38.000000, 0.450388, 0.000000
41.000000, 0.274922, 0.055556
38.000000, 0.675067, 0.027778
38.000000, 0.414526, 0.027778
37.000000, 0.365920, 0.027778
37.000000, 0.379236, 0.000000
35.000000, 0.340561, 0.000000
37.000000, 0.334423, 0.000000
38.000000, 0.424930, 0.027778
37.000000, 0.342426, 0.000000
