num_classifiers = 5, teta = 0.400000, simil_thres_start = 0.9, simil_thres_end = 0.1, measure = short
No hyperboxes, Training time, Testing error
12.000000, 0.056879, 0.100000
10.000000, 0.051389, 0.100000
10.000000, 0.055932, 0.100000
10.000000, 0.053804, 0.066667
12.000000, 0.056968, 0.100000
10.000000, 0.055212, 0.100000
12.000000, 0.059581, 0.066667
11.000000, 0.052288, 0.066667
11.000000, 0.053394, 0.066667
13.000000, 0.056644, 0.100000
