num_classifiers = 5, teta = 0.400000, simil_thres_start = 0.9, simil_thres_end = 0.1, measure = short
No hyperboxes, Training time, Testing error
18.000000, 0.161017, 0.069767
18.000000, 0.093940, 0.069767
16.000000, 0.111893, 0.069767
20.000000, 0.102409, 0.069767
17.000000, 0.099758, 0.069767
18.000000, 0.132843, 0.023256
18.000000, 0.104536, 0.046512
18.000000, 0.096787, 0.046512
15.000000, 0.111846, 0.046512
19.000000, 0.092469, 0.069767
