teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
13.000000, 0.138240, 0.010000
14.000000, 0.106771, 0.010000
14.000000, 0.133901, 0.010000
13.000000, 0.112572, 0.010000
13.000000, 0.113442, 0.010000
14.000000, 0.098571, 0.000000
14.000000, 0.128810, 0.010000
14.000000, 0.104784, 0.010000
13.000000, 0.106555, 0.010000
14.000000, 0.099454, 0.010000
