teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
10,0.037529,0.1,
11,0.02929,0.066667,
11,0.031029,0.1,
10,0.029505,0.066667,
10,0.029237,0.1,
10,0.028617,0.1,
10,0.048016,0.1,
10,0.028073,0.1,
10,0.028051,0.1,
11,0.031156,0.1,
,,,
10.3,0.0320503,0.0933334,Mean
0.458257569,0.005936126,0.0133332,Std
10,0.028051,0.066667,Min
11,0.048016,0.1,Max
