teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
120,0.503366,0.1,
119,0.516871,0.114286,
121,0.528539,0.142857,
115,0.629017,0.114286,
119,0.688246,0.128571,
118,0.517129,0.114286,
119,0.480978,0.114286,
120,0.714058,0.142857,
120,0.533514,0.128571,
120,0.503147,0.128571,
,,,
119.1,0.5614865,0.1228571,Mean
1.577973384,0.079369792,0.013092899,Std
115,0.480978,0.1,Min
121,0.714058,0.142857,Max
