teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
9,0.054065,0,
9,0.056728,0,
9,0.051494,0,
10,0.050312,0,
9,0.04741,0,
9,0.052471,0,
9,0.051561,0,
9,0.050801,0,
9,0.052432,0,
9,0.05263,0,
,,,
9.1,0.0519904,0,Mean
0.3,0.002307086,0,Std
9,0.04741,0,Min
10,0.056728,0,Max
