teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
56,0.543068,0.061947,
56,0.589869,0.070796,
55,0.578759,0.053097,
57,0.565358,0.079646,
56,0.737163,0.070796,
58,0.862741,0.053097,
56,0.596537,0.088496,
52,0.528186,0.035398,
59,0.587519,0.053097,
55,0.715916,0.079646,
,,,
56,0.6305116,0.0646016,Mean
1.788854382,0.101140308,0.015353554,Std
52,0.528186,0.035398,Min
59,0.862741,0.088496,Max
