teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
23,1.640528,0,
28,1.595645,0,
26,1.942556,0,
26,1.564912,0,
25,1.722153,0,
23,1.533198,0,
23,1.463901,0,
25,1.470136,0,
25,1.477445,0,
23,1.52039,0,
,,,
24.7,1.5930864,0,Mean
1.615549442,0.139960075,0,Std
23,1.463901,0,Min
28,1.942556,0,Max
