teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
40.000000, 0.260302, 0.000000
40.000000, 0.261042, 0.000000
40.000000, 0.282274, 0.000000
40.000000, 0.263292, 0.000000
40.000000, 0.255777, 0.000000
40.000000, 0.257419, 0.000000
40.000000, 0.274124, 0.000000
40.000000, 0.272028, 0.000000
40.000000, 0.275892, 0.000000
40.000000, 0.259683, 0.000000
