teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
13,0.052435,0.069767,
17,0.056995,0.069767,
15,0.047061,0.069767,
14,0.050575,0.046512,
13,0.0594,0.069767,
15,0.059537,0.046512,
14,0.067116,0.069767,
15,0.091337,0.046512,
15,0.088797,0.046512,
14,0.056369,0.046512,
,,,
14.5,0.0629622,0.0581395,Mean
1.118033989,0.014527326,0.0116275,Std
13,0.047061,0.046512,Min
17,0.091337,0.069767,Max
