teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
5,0.043075,0,
5,0.041984,0,
5,0.041936,0,
5,0.042111,0,
5,0.045212,0,
5,0.042108,0,
5,0.056092,0,
5,0.043328,0,
5,0.043486,0,
5,0.044499,0,
,,,
5,0.0443831,0,Mean
0,0.004043643,0,Std
5,0.041936,0,Min
5,0.056092,0,Max
