teta = 0.400000, simil_thres = 0.500000, measure = short,
No hyperboxes, Training time, Testing error,
31,0.074408,0.232558,
32,0.079783,0.27907,
32,0.07551,0.372093,
32,0.073898,0.325581,
31,0.082302,0.325581,
33,0.077747,0.325581,
32,0.076086,0.348837,
33,0.078489,0.27907,
33,0.078533,0.348837,
34,0.090485,0.348837,
,,,
32.3,0.0787241,0.3186045,Mean
0.9,0.004609749,0.040347243,Std
31,0.073898,0.232558,Min
34,0.090485,0.372093,Max
