teta = 0.400000 
No hyperboxes, Training time, Testing error
13.000000, 0.029551, 0.069767
14.000000, 0.027840, 0.046512
13.000000, 0.022274, 0.000000
13.000000, 0.027330, 0.069767
13.000000, 0.027872, 0.046512
12.000000, 0.032624, 0.069767
15.000000, 0.026866, 0.023256
11.000000, 0.035439, 0.069767
11.000000, 0.024071, 0.069767
13.000000, 0.028917, 0.069767
