teta = 0.400000 
No hyperboxes, Training time, Testing error
131.000000, 0.238558, 0.203704
131.000000, 0.199780, 0.222222
132.000000, 0.214067, 0.185185
132.000000, 0.220748, 0.240741
130.000000, 0.245811, 0.240741
132.000000, 0.281026, 0.222222
131.000000, 0.216005, 0.185185
131.000000, 0.249751, 0.222222
130.000000, 0.214114, 0.222222
129.000000, 0.228759, 0.222222
