teta = 0.400000 
No hyperboxes, Training time, Testing error
14.000000, 0.225526, 0.345000
16.000000, 0.177276, 0.155000
14.000000, 0.209874, 0.425000
11.000000, 0.172554, 0.535000
16.000000, 0.195605, 0.175000
15.000000, 0.227279, 0.210000
16.000000, 0.291775, 0.240000
13.000000, 0.177746, 0.285000
16.000000, 0.226379, 0.250000
17.000000, 0.188869, 0.170000
