teta = 0.400000 
No hyperboxes, Training time, Testing error
5121.000000, 25.212070, 0.070270
5168.000000, 20.692324, 0.093243
5042.000000, 27.520139, 0.065541
5088.000000, 26.073058, 0.088514
5122.000000, 28.348296, 0.072297
5101.000000, 25.318472, 0.061486
4903.000000, 25.804678, 0.072973
5057.000000, 26.642847, 0.075676
5035.000000, 26.880673, 0.113514
5042.000000, 25.653666, 0.064189
