teta = 0.400000 
No hyperboxes, Training time, Testing error
46.000000, 0.086436, 0.055556
45.000000, 0.090225, 0.055556
43.000000, 0.092400, 0.027778
49.000000, 0.096527, 0.027778
45.000000, 0.074313, 0.055556
46.000000, 0.078998, 0.027778
49.000000, 0.075610, 0.027778
44.000000, 0.078435, 0.055556
44.000000, 0.086849, 0.027778
41.000000, 0.100473, 0.027778
