teta = 0.400000 
No hyperboxes, Training time, Testing error
12.000000, 0.073267, 0.006329
13.000000, 0.046376, 0.006329
11.000000, 0.046597, 0.000000
13.000000, 0.049648, 0.000000
12.000000, 0.056894, 0.000000
12.000000, 0.072321, 0.000000
11.000000, 0.070631, 0.000000
10.000000, 0.053426, 0.000000
12.000000, 0.090311, 0.006329
12.000000, 0.076093, 0.000000
