num_classifiers = 5, num_folds = 10, teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
90.000000, 1.796328, 0.128571
90.000000, 1.706737, 0.114286
85.000000, 1.720305, 0.128571
81.000000, 1.746286, 0.114286
81.000000, 1.662903, 0.128571
84.000000, 1.690777, 0.114286
76.000000, 1.690378, 0.128571
86.000000, 1.744632, 0.128571
79.000000, 1.683908, 0.114286
89.000000, 1.649899, 0.128571
