num_classifiers = 5, num_folds = 10, teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
596.000000, 174.162309, 0.108108
573.000000, 172.296649, 0.084459
580.000000, 173.749228, 0.088514
564.000000, 173.737173, 0.083108
562.000000, 173.447555, 0.096622
586.000000, 171.404769, 0.083784
592.000000, 176.195566, 0.100000
589.000000, 174.747769, 0.087838
585.000000, 172.307156, 0.100676
577.000000, 171.779974, 0.089189
