num_classifiers = 5, num_folds = 10, teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
71.000000, 3.419198, 0.050000
75.000000, 3.434225, 0.025000
71.000000, 3.659471, 0.025000
69.000000, 4.286262, 0.015000
66.000000, 4.373590, 0.030000
72.000000, 3.682398, 0.025000
66.000000, 3.472000, 0.025000
69.000000, 3.550998, 0.025000
69.000000, 3.851187, 0.020000
67.000000, 3.857561, 0.040000
