num_classifiers = 5, num_folds = 10, teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
26.000000, 0.803251, 0.042553
26.000000, 0.797492, 0.042553
28.000000, 0.786741, 0.021277
28.000000, 0.781702, 0.042553
28.000000, 0.786837, 0.000000
26.000000, 0.785015, 0.021277
28.000000, 0.812626, 0.021277
26.000000, 0.765873, 0.042553
25.000000, 0.751733, 0.042553
30.000000, 0.794327, 0.063830
