num_classifiers = 5, teta = 0.400000, simil_thres_start = 0.9, simil_thres_end = 0.1, measure = short
No hyperboxes, Training time, Testing error
0.000000, 0.243121, 0.027778
0.000000, 0.229122, 0.083333
0.000000, 0.317075, 0.027778
0.000000, 0.248724, 0.027778
0.000000, 0.231576, 0.027778
0.000000, 0.239864, 0.000000
0.000000, 0.213250, 0.027778
0.000000, 0.206804, 0.027778
0.000000, 0.215553, 0.000000
0.000000, 0.210089, 0.055556
