num_classifiers = 5, teta = 0.400000, simil_thres_start = 0.9, simil_thres_end = 0.1, measure = short
No hyperboxes, Training time, Testing error
0.000000, 1.088275, 0.197987
0.000000, 1.030094, 0.228188
0.000000, 1.055320, 0.211409
0.000000, 1.065594, 0.248322
0.000000, 1.063554, 0.208054
0.000000, 0.983881, 0.231544
0.000000, 0.933870, 0.211409
0.000000, 1.100340, 0.295302
0.000000, 1.044707, 0.234899
0.000000, 1.051628, 0.238255
