num_classifiers = 5, teta = 0.400000, simil_thres_start = 0.9, simil_thres_end = 0.1, measure = short
No hyperboxes, Training time, Testing error
0.000000, 0.078074, 0.000000
0.000000, 0.069094, 0.000000
0.000000, 0.086727, 0.000000
0.000000, 0.088525, 0.000000
0.000000, 0.082224, 0.000000
0.000000, 0.079641, 0.000000
0.000000, 0.074948, 0.000000
0.000000, 0.074428, 0.000000
0.000000, 0.083064, 0.000000
0.000000, 0.071721, 0.000000
