num_classifiers = 5, teta = 0.400000, simil_thres_start = 0.9, simil_thres_end = 0.1, measure = short
No hyperboxes, Training time, Testing error
0.000000, 360.183172, 0.365365
0.000000, 343.653667, 0.353353
0.000000, 365.067070, 0.353353
0.000000, 346.820570, 0.358358
0.000000, 360.817062, 0.360360
0.000000, 331.169245, 0.356356
0.000000, 361.042959, 0.392392
0.000000, 356.325794, 0.374374
0.000000, 340.609163, 0.356356
0.000000, 355.996355, 0.364364
