num_classifiers = 5, teta = 0.400000, simil_thres_start = 0.9, simil_thres_end = 0.1, measure = short
No hyperboxes, Training time, Testing error
0.000000, 0.445523, 0.030000
0.000000, 0.470372, 0.015000
0.000000, 0.768239, 0.015000
0.000000, 0.477400, 0.035000
0.000000, 0.404426, 0.015000
0.000000, 0.440701, 0.025000
0.000000, 0.423704, 0.020000
0.000000, 0.538475, 0.025000
0.000000, 0.421942, 0.015000
0.000000, 0.500529, 0.010000
