teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
110.000000, 3.411988, 0.043290
110.000000, 3.186398, 0.054113
110.000000, 3.264889, 0.043290
105.000000, 3.257297, 0.045455
105.000000, 3.053240, 0.047619
105.000000, 3.221811, 0.051948
110.000000, 3.144076, 0.045455
105.000000, 3.343084, 0.043290
105.000000, 3.712280, 0.038961
106.000000, 3.622989, 0.056277
