teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
33.000000, 0.116775, 0.279070
31.000000, 0.078797, 0.279070
35.000000, 0.109998, 0.325581
32.000000, 0.074391, 0.372093
33.000000, 0.087187, 0.279070
34.000000, 0.083557, 0.279070
34.000000, 0.102881, 0.372093
33.000000, 0.080110, 0.325581
33.000000, 0.087018, 0.302326
34.000000, 0.114938, 0.232558
