teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
14.000000, 0.050688, 0.046512
15.000000, 0.053504, 0.069767
15.000000, 0.054595, 0.046512
15.000000, 0.052343, 0.069767
14.000000, 0.053491, 0.046512
15.000000, 0.057872, 0.046512
15.000000, 0.051547, 0.046512
15.000000, 0.063699, 0.046512
15.000000, 0.059252, 0.069767
15.000000, 0.051325, 0.046512
