teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
5.000000, 0.051187, 0.000000
5.000000, 0.063144, 0.000000
5.000000, 0.042910, 0.000000
5.000000, 0.042069, 0.000000
5.000000, 0.042450, 0.000000
5.000000, 0.043763, 0.000000
5.000000, 0.044060, 0.000000
5.000000, 0.049455, 0.000000
5.000000, 0.055481, 0.000000
5.000000, 0.045040, 0.000000
