teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
61.000000, 0.820370, 0.171141
58.000000, 0.789536, 0.167785
65.000000, 0.959175, 0.151007
63.000000, 0.832878, 0.164430
62.000000, 0.885779, 0.157718
63.000000, 0.827343, 0.147651
62.000000, 0.914071, 0.171141
64.000000, 0.830073, 0.157718
65.000000, 0.901937, 0.174497
64.000000, 0.936472, 0.161074
