teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
40.000000, 0.387022, 0.015000
41.000000, 0.385901, 0.005000
40.000000, 0.384263, 0.015000
39.000000, 0.405504, 0.015000
40.000000, 0.380099, 0.015000
38.000000, 0.379332, 0.015000
39.000000, 0.390445, 0.015000
40.000000, 0.372732, 0.015000
38.000000, 0.368920, 0.010000
41.000000, 0.391278, 0.010000
