teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
762.000000, 201.925573, 0.180180
758.000000, 198.283280, 0.177177
755.000000, 195.867319, 0.182182
755.000000, 199.982445, 0.167167
750.000000, 195.489361, 0.182182
759.000000, 206.430474, 0.188188
759.000000, 198.368894, 0.183183
760.000000, 203.091152, 0.196196
753.000000, 198.504929, 0.168168
752.000000, 205.000639, 0.178178
