teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
39.000000, 0.155456, 0.027778
38.000000, 0.134884, 0.027778
35.000000, 0.168099, 0.000000
37.000000, 0.117214, 0.027778
38.000000, 0.152760, 0.000000
37.000000, 0.134373, 0.027778
39.000000, 0.182376, 0.000000
38.000000, 0.137728, 0.000000
41.000000, 0.178553, 0.027778
39.000000, 0.130755, 0.000000
