teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
14.000000, 0.113181, 0.010000
14.000000, 0.135136, 0.010000
13.000000, 0.100386, 0.010000
14.000000, 0.136113, 0.010000
13.000000, 0.137623, 0.010000
14.000000, 0.101566, 0.010000
13.000000, 0.109196, 0.010000
14.000000, 0.100413, 0.010000
14.000000, 0.116121, 0.010000
13.000000, 0.112957, 0.000000
