teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
119.000000, 0.614253, 0.114286
120.000000, 0.914626, 0.128571
120.000000, 0.835059, 0.142857
119.000000, 0.524879, 0.128571
118.000000, 0.531749, 0.142857
120.000000, 0.676450, 0.100000
118.000000, 0.544144, 0.157143
119.000000, 0.508733, 0.128571
121.000000, 1.002527, 0.128571
121.000000, 0.814589, 0.128571
