teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
26.000000, 1.447923, 0.000000
24.000000, 1.470563, 0.001647
27.000000, 1.504486, 0.000000
25.000000, 1.551929, 0.003295
24.000000, 1.483621, 0.000000
25.000000, 1.466598, 0.000000
24.000000, 1.461455, 0.001647
23.000000, 1.443229, 0.000000
23.000000, 1.496447, 0.000000
27.000000, 1.509106, 0.000000
