teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
10.000000, 0.224650, 0.000000
10.000000, 0.212534, 0.000000
11.000000, 0.211227, 0.000000
11.000000, 0.200593, 0.000000
11.000000, 0.210780, 0.000000
10.000000, 0.234711, 0.000000
10.000000, 0.260724, 0.000000
11.000000, 0.238438, 0.000000
10.000000, 0.248064, 0.000000
10.000000, 0.256967, 0.000000
