teta = 0.400000 
No hyperboxes, Training time, Testing error
110.000000, 0.018424, 0.027778
89.000000, 0.020740, 0.111111
92.000000, 0.016472, 0.055556
101.000000, 0.016943, 0.027778
90.000000, 0.016969, 0.055556
98.000000, 0.017991, 0.055556
85.000000, 0.022045, 0.083333
91.000000, 0.027212, 0.083333
96.000000, 0.030410, 0.027778
90.000000, 0.021580, 0.083333
