teta = 0.400000 
No hyperboxes, Training time, Testing error
3188.000000, 15.751577, 0.387838
3615.000000, 14.646712, 0.370946
3212.000000, 14.037120, 0.381081
3242.000000, 15.373295, 0.392568
3170.000000, 14.397274, 0.352027
3317.000000, 6.402777, 0.375676
3265.000000, 6.158056, 0.412838
3236.000000, 14.912070, 0.404730
3090.000000, 16.097190, 0.418243
3105.000000, 26.173086, 0.339865
