teta = 0.400000 
No hyperboxes, Training time, Testing error
27.000000, 0.224689, 0.075000
57.000000, 0.319329, 0.055000
68.000000, 0.363181, 0.050000
46.000000, 0.292403, 0.040000
60.000000, 0.333446, 0.045000
45.000000, 0.207549, 0.030000
63.000000, 0.309813, 0.040000
48.000000, 0.309041, 0.035000
38.000000, 0.220167, 0.070000
47.000000, 0.228134, 0.055000
