teta = 0.400000 
No hyperboxes, Training time, Testing error
148.000000, 0.277782, 0.166667
146.000000, 0.196960, 0.222222
149.000000, 0.198067, 0.203704
145.000000, 0.216282, 0.222222
144.000000, 0.171238, 0.222222
154.000000, 0.161670, 0.185185
149.000000, 0.157025, 0.203704
148.000000, 0.181126, 0.222222
153.000000, 0.228519, 0.166667
148.000000, 0.191057, 0.222222
