teta = 0.400000 
No hyperboxes, Training time, Testing error
79.000000, 0.858864, 0.051071
55.000000, 0.564701, 0.034596
57.000000, 0.638686, 0.039539
56.000000, 0.585278, 0.019769
72.000000, 0.754873, 0.041186
79.000000, 0.694354, 0.054366
69.000000, 0.547873, 0.013180
59.000000, 0.551133, 0.009885
79.000000, 0.796086, 0.046129
74.000000, 0.671210, 0.037891
