teta = 0.400000 
No hyperboxes, Training time, Testing error
288.000000, 2.235565, 0.338926
390.000000, 2.615158, 0.463087
380.000000, 1.550194, 0.483221
360.000000, 2.867966, 0.312081
414.000000, 1.945137, 0.419463
395.000000, 2.020038, 0.379195
315.000000, 1.219764, 0.291946
410.000000, 2.264701, 0.419463
369.000000, 2.752048, 0.456376
380.000000, 1.991365, 0.503356
