Training time, Testing error,
0.000441,0,
0.000298,0,
0.000492,0,
0.000419,0,
0.000435,0,
0.000403,0,
0.000296,0,
0.00049,0,
0.000306,0,
0.000453,0,
,,
0.0004033,0,Mean
7.25E-05,0.00E+00,Std
0.000296,0,Min
0.000492,0,Max
