Training time, Testing error,
0.016643,0.008658,
0.016922,0.017316,
0.017892,0.008658,
0.017841,0.004329,
0.016682,0.008658,
0.018563,0.006494,
0.018355,0.012987,
0.016788,0.006494,
0.015478,0.008658,
0.01357,0.002165,
,,
0.0168734,0.0084417,Mean
1.41E-03,4.04E-03,Std
0.01357,0.002165,Min
0.018563,0.017316,Max
