Training time, Testing error,
0.000896,0,
0.000764,0,
0.000811,0,
0.000795,0,
0.000768,0,
0.000775,0,
0.000714,0,
0.000838,0,
0.000528,0,
0.000528,0,
,,
0.0007417,0,Mean
1.16E-04,0.00E+00,Std
0.000528,0,Min
0.000896,0,Max
