Training time, Testing error,
0.000433,0.023256,
0.000564,0.046512,
0.000411,0.046512,
0.000575,0.023256,
0.00042,0.046512,
0.00058,0,
0.000591,0,
0.000592,0.023256,
0.000415,0.046512,
0.000662,0.023256,
,,
0.0005243,0.0279072,Mean
8.90E-05,1.74E-02,Std
0.000411,0,Min
0.000662,0.046512,Max
