Training time, Testing error,
0.000341,0.033333,
0.000263,0,
0.000256,0,
0.00025,0.033333,
0.000241,0.033333,
0.000356,0.066667,
0.000239,0.033333,
0.000343,0.033333,
0.000245,0,
0.000337,0.033333,
,,
0.0002871,0.0266665,Mean
4.73E-05,2.00E-02,Std
0.000239,0,Min
0.000356,0.066667,Max
