Training time, Testing error,
0.000475,0,
0.00051,0,
0.000471,0,
0.000464,0,
0.000558,0,
0.00052,0,
0.000484,0,
0.000469,0,
0.000315,0,
0.000461,0,
,,
0.0004727,0,Mean
6.01E-05,0.00E+00,Std
0.000315,0,Min
0.000558,0,Max
