teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
50.000000, 18.033968, 0.070796
50.000000, 18.001357, 0.070796
50.000000, 17.856466, 0.070796
50.000000, 17.745141, 0.070796
50.000000, 17.709342, 0.070796
50.000000, 17.770552, 0.070796
50.000000, 17.766801, 0.070796
50.000000, 18.281155, 0.070796
50.000000, 18.210869, 0.070796
50.000000, 17.735237, 0.070796
