teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
10.000000, 0.173023, 0.100000
10.000000, 0.175561, 0.100000
10.000000, 0.172529, 0.100000
10.000000, 0.175569, 0.100000
10.000000, 0.178910, 0.100000
10.000000, 0.176559, 0.100000
10.000000, 0.164312, 0.100000
10.000000, 0.171114, 0.100000
10.000000, 0.176504, 0.100000
10.000000, 0.170927, 0.100000
