teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
131.000000, 0.650132, 0.166667
131.000000, 0.649769, 0.166667
131.000000, 0.647419, 0.185185
131.000000, 0.633084, 0.185185
131.000000, 0.682708, 0.185185
131.000000, 0.643041, 0.166667
131.000000, 0.712402, 0.185185
131.000000, 0.695100, 0.166667
131.000000, 0.646955, 0.166667
131.000000, 0.651174, 0.166667
