teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
11.000000, 7.700280, 0.000000
11.000000, 7.703961, 0.000000
11.000000, 7.606421, 0.000000
11.000000, 7.580512, 0.000000
11.000000, 7.553461, 0.000000
11.000000, 7.571239, 0.000000
11.000000, 7.531414, 0.000000
11.000000, 7.512727, 0.000000
11.000000, 7.524400, 0.000000
11.000000, 7.494908, 0.000000
