teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
16.000000, 0.665200, 0.023256
16.000000, 0.663356, 0.023256
16.000000, 0.652378, 0.023256
16.000000, 0.658758, 0.023256
16.000000, 0.665191, 0.023256
16.000000, 0.649369, 0.023256
16.000000, 0.656924, 0.023256
16.000000, 0.676120, 0.023256
16.000000, 0.654540, 0.023256
16.000000, 0.650478, 0.023256
