teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
102.000000, 175.231912, 0.045455
101.000000, 174.867931, 0.045455
101.000000, 174.045329, 0.043290
102.000000, 175.767079, 0.045455
101.000000, 174.468340, 0.045455
103.000000, 174.797825, 0.045455
101.000000, 176.874987, 0.043290
101.000000, 175.804449, 0.045455
101.000000, 173.944356, 0.045455
101.000000, 175.626831, 0.045455
