teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
57.000000, 71.511676, 0.174497
56.000000, 72.314048, 0.167785
58.000000, 72.143464, 0.177852
56.000000, 71.856930, 0.174497
57.000000, 73.160796, 0.167785
58.000000, 72.478213, 0.177852
58.000000, 73.153460, 0.177852
57.000000, 72.524186, 0.174497
58.000000, 72.147987, 0.177852
56.000000, 72.210548, 0.174497
