teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
120.000000, 3.943662, 0.142857
120.000000, 3.931068, 0.142857
120.000000, 3.906356, 0.142857
120.000000, 3.935043, 0.142857
120.000000, 3.905631, 0.142857
120.000000, 3.895846, 0.142857
120.000000, 4.278336, 0.142857
120.000000, 3.914161, 0.142857
120.000000, 3.939182, 0.142857
120.000000, 3.893771, 0.142857
