K = 5Training time, Testing error ,
0.002752,0.025974,
0.002672,0.04329,
0.002665,0.032468,
0.00308,0.021645,
0.002637,0.04329,
0.003028,0.036797,
0.004678,0.034632,
0.00463,0.032468,
0.002698,0.034632,
0.004211,0.030303,
,,
0.0033051,0.0335499,Mean
8.07E-04,6.44E-03,Std
0.002637,0.021645,Min
0.004678,0.04329,Max
