K = 5Training time, Testing error ,
0.000346,0,
0.000346,0,
0.000349,0,
0.000347,0,
0.000519,0,
0.000347,0,
0.000359,0,
0.000352,0,
0.000361,0,
0.000369,0,
,,
0.0003695,0,Mean
5.04E-05,0.00E+00,Std
0.000346,0,Min
0.000519,0,Max
