num_classifiers = 5, num_folds = 10, teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
9.000000, 0.503458, 0.100000
9.000000, 0.506480, 0.100000
9.000000, 0.499355, 0.066667
9.000000, 0.531249, 0.100000
6.000000, 0.517917, 0.100000
10.000000, 0.514198, 0.133333
8.000000, 0.505635, 0.100000
8.000000, 0.495039, 0.100000
8.000000, 0.493243, 0.100000
9.000000, 0.518539, 0.066667
