num_classifiers = 5, num_folds = 10, teta = 0.400000, simil_thres = 0.500000, measure = short
No hyperboxes, Training time, Testing error
96.000000, 15.747435, 0.071429
90.000000, 15.097713, 0.069264
81.000000, 14.084389, 0.064935
94.000000, 14.606823, 0.051948
90.000000, 15.317735, 0.064935
88.000000, 15.258973, 0.073593
93.000000, 15.273995, 0.067100
95.000000, 14.760384, 0.067100
90.000000, 14.068977, 0.060606
90.000000, 15.105940, 0.080087
